#,Thermostat,identifier,531605445508
#,Thermostat,name,Pool House Thermostat
#,Start,date,2026-03-05
#,End,date,2026-03-12

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Thermostat AirQualityAccuracy,Thermostat AirQuality,Thermostat VOCppm,Thermostat CO2ppm,Thermostat AirPressure,Pool House Back Bed (F),Pool House Back Bed2
2026-03-10,17:05:00,auto,compressorCoolStage1On,hold,Home,70,66,73.7,53,79.3,0,300,0,300,3,76.1,53,1,4,113,2144,1140,102031,77.5,1,
2026-03-10,17:10:00,auto,compressorCoolStage1On,hold,Home,70,66,73.4,53,79.3,0,300,0,300,2.8,75.7,53,1,4,109,1939,1097,102029,76.8,1,
2026-03-10,17:15:00,auto,compressorCoolStage1On,hold,Home,70,66,73.4,54,79.3,0,300,0,300,2.6,75.5,54,1,4,109,1931,1095,102022,76.5,1,
2026-03-10,17:20:00,auto,compressorCoolStage1On,hold,Home,70,66,73.3,55,79.3,0,300,0,300,2.4,75.4,55,1,4,108,1910,1090,102013,76.2,0,
2026-03-10,17:25:00,auto,compressorCoolStage1On,hold,Home,70,66,73.3,56,79.3,0,300,0,300,2.2,75.1,56,1,4,145,4871,1460,102009,76,1,
2026-03-10,17:30:00,auto,compressorCoolStage1On,hold,Home,70,66,72.9,56,79.3,0,300,0,300,2.3,74.8,56,1,4,183,10661,1840,102003,75.8,1,
2026-03-10,17:35:00,auto,compressorCoolStage1On,hold,Home,70,66,72.8,57,79.3,0,300,0,300,2.2,74.4,57,1,3,203,16545,2042,101999,75.7,1,
2026-03-10,17:40:00,auto,compressorCoolStage1On,hold,Home,70,66,72.6,57,79.3,0,300,0,300,2.2,74.1,57,1,3,214,21018,2146,102001,75.6,1,
2026-03-10,17:45:00,auto,compressorCoolStage1On,hold,Home,70,66,72.5,57,79.3,0,300,0,300,2.1,73.9,57,1,3,216,22047,2169,101998,75.5,1,
2026-03-10,17:50:00,auto,compressorCoolStage1On,hold,Home,70,66,72.3,57,79.3,0,300,0,300,2.1,73.5,57,1,3,215,21509,2158,101999,75.5,1,
2026-03-10,17:55:00,auto,compressorCoolStage1On,hold,Home,70,66,72,57,79.3,0,300,0,300,2.3,73.2,57,1,3,215,21685,2161,101995,75.5,0,
2026-03-10,18:00:00,auto,compressorCoolStage1On,hold,Home,70,66,71.6,56,78.9,0,300,0,300,2.4,72.8,56,1,3,214,20910,2145,101990,75.4,0,
2026-03-10,18:05:00,auto,compressorCoolStage1On,hold,Home,70,66,71,55,78.9,0,300,0,300,2.7,72.3,55,0,3,218,23013,2187,101994,75.3,0,
2026-03-10,18:10:00,auto,compressorCoolStage1On,hold,Home,70,66,70.8,56,78.9,0,300,0,300,2.5,71.8,56,1,3,217,22805,2183,101998,75.1,0,
2026-03-10,18:15:00,auto,compressorCoolStage1On,hold,Home,70,66,70.7,56,78.9,0,300,0,300,2.4,71.5,56,1,3,211,19717,2119,102000,74.9,1,
2026-03-10,18:20:00,auto,compressorCoolStage1On,hold,Home,70,66,70.5,57,78.9,0,300,0,300,2.4,71.2,57,1,3,204,16974,2053,102006,74.7,1,
2026-03-10,18:25:00,auto,compressorCoolStage1On,hold,Home,70,66,70.4,57,78.9,0,300,0,300,2.4,71.1,57,1,4,199,14950,1997,102017,74.6,0,
2026-03-10,18:30:00,auto,compressorCoolStage1On,hold,Home,70,66,70.3,57,78.9,0,300,0,300,2.3,70.8,57,1,4,199,15055,2001,102022,74.5,0,
2026-03-10,18:35:00,auto,compressorCoolStage1On,hold,Home,70,66,70.2,57,78.9,0,300,0,300,2.3,70.6,57,0,4,199,14900,1996,102021,74.4,0,
2026-03-10,18:40:00,auto,compressorCoolStage1On,hold,Home,70,66,70.3,60,78.9,0,300,0,300,2,70.5,60,1,4,194,13380,1948,102024,74.3,0,
2026-03-10,18:45:00,auto,compressorCoolStage1On,hold,Home,70,66,70.2,59,78.9,0,135,0,180,2,70.2,59,1,4,199,15097,2001,102026,74.2,0,
2026-03-10,18:50:00,,,,,,,,,78.9,0,,,,,,,,,,,,,,,
2026-03-10,18:55:00,,,,,,,,,78.9,0,,,,,,,,,,,,,,,
2026-03-10,19:00:00,,,,,,,,,78.9,0,,,,,,,,,,,,,,,
2026-03-10,19:05:00,auto,compressorCoolStage1On,hold,Home,70,66,72.5,68,78.9,0,300,0,300,0.5,71.6,68,1,4,177,9217,1783,102046,74.5,1,
2026-03-10,19:10:00,auto,compressorCoolStage1On,hold,Home,70,66,73.1,70,78.9,0,300,0,300,0.2,72.4,70,1,4,181,10174,1820,102049,74.3,1,
2026-03-10,19:15:00,auto,compressorCoolStage1On,hold,Home,70,66,72.8,66,78.9,0,300,0,300,0.6,72.6,66,1,3,211,19729,2116,102048,74.2,1,
2026-03-10,19:20:00,auto,compressorCoolStage1On,hold,Home,70,66,73,67,78.9,0,300,0,300,0.4,72.8,67,1,3,207,17858,2075,102051,74.1,1,
2026-03-10,19:25:00,auto,compressorCoolStage1On,hold,Home,70,66,72.2,63,78.9,0,300,0,300,1,72.6,63,1,3,212,20320,2132,102052,74,1,
2026-03-10,19:30:00,auto,compressorCoolStage1On,hold,Home,70,66,71.5,60,78.9,0,300,0,300,1.6,72.2,60,0,3,215,21415,2155,102056,74,0,
2026-03-10,19:35:00,auto,compressorCoolStage1On,hold,Home,70,66,70.9,59,78.9,0,300,0,300,1.9,71.7,59,0,3,217,22743,2183,102055,74,0,
2026-03-10,19:40:00,auto,compressorCoolStage1On,hold,Home,70,66,70.4,58,78.9,0,300,0,300,2.1,71.3,58,0,3,217,22423,2176,102057,73.9,0,
2026-03-10,19:45:00,auto,compressorCoolStage1On,hold,Home,70,66,70.3,59,78.9,0,60,0,105,2,70.9,59,0,3,213,20538,2135,102066,73.9,0,
2026-03-10,19:50:00,auto,compressorCoolOff,hold,Home,70,66,70.9,61,78.9,0,240,0,240,1.7,71.1,61,0,4,195,13791,1961,102073,74.1,0,
2026-03-10,19:55:00,auto,compressorCoolStage1On,hold,Home,70,66,70.6,60,78.9,0,300,0,300,1.9,71,60,1,4,196,13907,1966,102079,74.2,0,
2026-03-10,20:00:00,auto,compressorCoolStage1On,hold,Home,70,66,70.2,60,77.6,0,255,0,300,1.9,70.4,60,1,4,197,14342,1979,102079,74.1,1,
2026-03-10,20:05:00,auto,compressorCoolOff,hold,Home,70,66,70.8,64,77.6,0,45,0,45,1.2,70.2,64,1,4,182,10408,1829,102087,74.1,1,
2026-03-10,20:10:00,auto,compressorCoolStage1On,hold,Home,70,66,71.2,64,77.6,0,300,0,300,1.3,70.7,64,1,4,171,7948,1719,102097,74.3,1,
2026-03-10,20:15:00,auto,compressorCoolStage1On,hold,Home,70,66,70.8,63,77.6,0,300,0,300,1.5,70.4,63,1,4,176,8887,1768,102096,74.4,1,
2026-03-10,20:20:00,auto,compressorCoolStage1On,hold,Home,70,66,70.6,61,77.6,0,300,0,300,1.7,70.6,61,1,4,178,9236,1785,102102,74.2,1,
2026-03-10,20:25:00,auto,compressorCoolStage1On,hold,Home,70,66,70.1,58,77.6,0,300,0,300,2.1,70.4,58,1,4,190,12348,1912,102105,74.2,1,
2026-03-10,20:30:00,auto,compressorCoolStage1On,hold,Home,70,66,70,57,77.6,0,120,0,165,2.2,70.3,57,0,4,199,15052,2000,102110,74.2,1,
2026-03-10,20:35:00,auto,compressorCoolOff,hold,Home,70,66,70.5,59,77.6,0,180,0,180,2,70.8,59,0,4,193,13233,1943,102119,74.3,0,
2026-03-10,20:40:00,auto,compressorCoolStage1On,hold,Home,70,66,70.3,57,77.6,0,300,0,300,2.3,70.9,57,0,4,197,14488,1983,102126,74.5,0,
2026-03-10,20:45:00,auto,compressorCoolStage1On,hold,Home,70,66,70,57,77.6,0,90,0,135,2.3,70.5,57,1,4,204,16621,2044,102129,74.3,0,
2026-03-10,20:50:00,auto,compressorCoolOff,hold,Home,70,66,70.5,59,77.6,0,195,0,195,2.1,70.8,59,1,4,194,13364,1947,102135,74.4,0,
2026-03-10,20:55:00,auto,compressorCoolStage1On,hold,Home,70,66,70.3,58,77.6,0,300,0,300,2.2,70.6,58,1,4,195,13699,1958,102139,74.5,0,
2026-03-10,21:00:00,auto,compressorCoolStage1On,hold,Home,70,66,70.1,58,77,0,30,0,75,2.1,70.5,58,0,4,198,14560,1985,102139,74.3,0,
2026-03-10,21:05:00,auto,compressorCoolOff,hold,Home,70,66,70.4,60,77,0,180,0,180,1.9,70.8,60,0,4,186,11135,1867,102142,74.3,0,
2026-03-10,21:10:00,auto,compressorCoolStage1On,hold,Home,70,66,70.1,58,77,0,210,0,255,2,70.8,58,0,4,190,12271,1909,102144,74.5,0,
2026-03-10,21:15:00,auto,compressorCoolOff,hold,Home,70,66,70.3,60,77,0,0,0,0,1.6,70.8,60,1,4,183,10600,1839,102150,74.3,0,
2026-03-10,21:20:00,auto,compressorCoolOff,hold,Home,70,66,70.4,60,77,0,105,0,105,1.7,71.3,60,1,4,173,8353,1741,102152,74.7,0,
2026-03-10,21:25:00,auto,compressorCoolStage1On,hold,Home,70,66,70.1,59,77,0,240,0,285,1.6,71.4,59,1,4,173,8332,1739,102158,74.8,0,
2026-03-10,21:30:00,auto,compressorCoolOff,hold,Home,70,66,70,61,77,0,0,0,0,1.1,71.1,61,1,4,169,7640,1699,102166,74.6,0,
2026-03-10,21:35:00,auto,compressorCoolOff,hold,Home,70,66,70.4,62,77,0,105,0,105,1,71.4,62,0,4,162,6519,1631,102174,74.8,0,
2026-03-10,21:40:00,auto,compressorCoolStage1On,hold,Home,70,66,70,60,77,0,195,0,240,1.4,71.4,60,0,4,166,7175,1673,102182,74.9,0,
2026-03-10,21:45:00,auto,compressorCoolOff,hold,Home,70,66,70.5,63,77,0,105,0,105,0.8,71.3,63,1,4,158,6047,1586,102190,74.8,0,
2026-03-10,21:50:00,auto,compressorCoolStage1On,hold,Home,70,66,70.6,62,77,0,300,0,300,0.9,71.5,62,1,4,138,3750,1386,102199,74.8,0,
2026-03-10,21:55:00,auto,compressorCoolOff,hold,Home,70,66,70.1,60,77,0,0,0,45,1.2,71.3,60,0,4,147,4589,1477,102196,74.6,0,
2026-03-10,22:00:00,auto,compressorCoolStage1On,hold,Home,70,66,70.1,60,76.8,0,300,0,300,1.2,71.3,60,0,4,144,4357,1454,102200,74.7,0,
2026-03-10,22:05:00,auto,compressorCoolOff,hold,Home,70,66,69.7,60,76.8,0,0,0,45,1.3,71,60,0,4,147,4630,1480,102206,74.6,0,
2026-03-10,22:10:00,auto,compressorCoolOff,hold,Home,70,66,70,61,76.8,0,165,0,165,1.2,71.1,61,1,4,139,3839,1398,102209,74.7,1,
2026-03-10,22:15:00,auto,compressorCoolStage1On,hold,Home,70,66,70.1,60,76.8,0,150,0,195,1.5,71.1,60,1,4,142,4124,1429,102203,74.6,1,
2026-03-10,22:20:00,auto,compressorCoolOff,hold,Home,70,66,70.4,60,76.8,0,150,0,150,1.5,71.1,60,0,4,143,4200,1438,102198,74.6,1,
2026-03-10,22:25:00,auto,compressorCoolStage1On,hold,Home,70,66,70.2,58,76.8,0,285,0,300,1.9,70.9,58,0,4,147,4594,1476,102198,74.6,0,
2026-03-10,22:30:00,auto,compressorCoolOff,hold,Home,70,66,70.1,59,76.8,0,15,0,45,1.9,70.5,59,0,4,149,4885,1503,102201,74.3,0,
2026-03-10,22:35:00,auto,compressorCoolStage1On,hold,Home,70,66,70.2,59,76.8,0,300,0,300,1.9,70.5,59,0,4,143,4242,1442,102204,74.3,0,
2026-03-10,22:40:00,auto,compressorCoolStage1On,hold,Home,70,66,70,59,76.8,0,60,0,105,2,70.2,59,0,4,150,4887,1504,102209,74.1,0,
2026-03-10,22:45:00,auto,compressorCoolOff,hold,Home,70,66,70.2,60,76.8,0,240,0,240,2,70.1,60,0,4,145,4443,1462,102210,74.2,0,
2026-03-10,22:50:00,auto,compressorCoolStage1On,hold,Home,70.1,66,70.1,59,76.8,0,60,0,105,2,70,59,1,4,148,4697,1487,102209,74,0,
2026-03-10,22:55:00,auto,compressorCoolOff,hold,Home,72,66,70.3,62,76.8,0,0,0,0,1.4,70,62,1,4,134,3483,1353,102210,73.9,0,
2026-03-10,23:00:00,auto,compressorCoolOff,hold,Sleep,72,66,70.5,61,76.4,0,0,0,0,1.6,70.5,61,0,4,130,3143,1310,102210,74.3,0,
2026-03-10,23:05:00,auto,compressorCoolOff,hold,Sleep,72,66,70.8,62,76.4,0,0,0,0,1.3,71,62,1,4,124,2763,1250,102201,74.5,0,
2026-03-10,23:10:00,auto,compressorCoolOff,hold,Sleep,72,66,71.8,66,76.4,0,60,0,60,0.6,71.6,66,0,4,95,1436,958,102204,74.8,0,
2026-03-10,23:15:00,auto,compressorCoolStage1On,hold,Sleep,72,66,72,67,76.4,0,240,0,285,0.3,71.8,67,1,4,77,940,777,102203,75,0,
2026-03-10,23:20:00,auto,compressorCoolOff,hold,Sleep,72,66,72,69,76.4,0,60,0,60,,71.9,69,0,4,63,695,598,102205,74.8,0,
2026-03-10,23:25:00,auto,compressorCoolStage1On,hold,Sleep,72,66,72.2,67,76.4,0,255,0,300,,72.2,67,0,4,58,612,544,102201,74.8,0,
2026-03-10,23:30:00,auto,compressorCoolOff,hold,Sleep,72,66,72.2,68,76.2,0,45,0,45,,72.3,68,0,3,53,548,519,102199,74.6,0,
2026-03-10,23:35:00,auto,compressorCoolStage1On,hold,Sleep,72,66,72.4,68,76.2,0,300,0,300,,72.4,68,0,3,43,434,468,102200,74.6,0,
2026-03-10,23:40:00,auto,compressorCoolStage1On,hold,Sleep,72,66,72.3,68,76.2,0,300,0,300,,72.3,68,0,3,45,460,481,102196,74.4,0,
2026-03-10,23:45:00,auto,compressorCoolStage1On,hold,Sleep,72,66,72.1,69,76.2,0,195,0,240,,72.1,69,1,3,41,413,457,102194,74,0,
2026-03-10,23:50:00,auto,compressorCoolOff,hold,Sleep,72,66,72.1,69,76.2,0,105,0,105,,72.1,69,1,3,37,386,442,102191,73.9,0,
2026-03-10,23:55:00,auto,compressorCoolStage1On,hold,Sleep,72,66,72.2,69,76.2,0,300,0,300,,72.2,69,0,3,32,337,413,102184,74.1,0,
2026-03-11,00:00:00,auto,compressorCoolStage1On,hold,Sleep,72,66,72,70,76.1,0,45,0,90,,72,70,0,3,31,333,410,102178,74,0,
2026-03-11,00:05:00,auto,compressorCoolOff,hold,Sleep,72,66,72.1,72,76.1,0,255,0,255,,72.1,72,0,3,24,283,400,102177,74,0,
2026-03-11,00:10:00,auto,compressorCoolStage1On,hold,Sleep,72,66,72,69,76.1,0,195,0,240,,72,69,0,3,28,310,400,102168,74,0,
2026-03-11,00:15:00,auto,compressorCoolOff,hold,Sleep,72,66,72,70,76.1,0,105,0,105,,72,70,0,3,27,304,400,102161,73.9,0,
2026-03-11,00:20:00,auto,compressorCoolStage1On,hold,Sleep,72,66,72.2,71,76.1,0,300,0,300,,72.2,71,0,3,25,287,400,102153,74,0,
2026-03-11,00:25:00,auto,compressorCoolStage1On,hold,Sleep,72,66,72.1,70,76.1,0,180,0,225,,71.9,70,1,3,24,283,400,102148,73.7,1,
2026-03-11,00:30:00,auto,compressorCoolOff,hold,Sleep,71.2,66,72.1,69,76.1,0,120,0,120,,71.9,69,1,3,29,315,400,102145,73.7,1,
2026-03-11,00:35:00,auto,compressorCoolStage1On,hold,Sleep,71,66,72.2,67,76.1,0,300,0,300,0.2,71.9,67,1,3,33,349,420,102141,73.9,1,
2026-03-11,00:40:00,auto,compressorCoolStage1On,hold,Sleep,71.3,66,72,66,76.1,0,210,0,255,0.4,71.7,66,1,3,39,401,451,102139,73.9,1,
2026-03-11,00:45:00,auto,compressorCoolOff,hold,Sleep,72,66,71.7,66,76.1,0,0,0,0,0.5,71.3,66,1,3,42,424,463,102136,73.8,1,
2026-03-11,00:50:00,auto,compressorCoolOff,hold,Sleep,72,66,72.2,67,76.1,0,255,0,255,0.4,71.5,67,1,3,39,399,449,102135,74.1,0,
2026-03-11,00:55:00,auto,compressorCoolStage1On,hold,Sleep,72.9,66,72.2,68,76.1,0,30,0,60,0.4,71.4,68,1,3,38,391,445,102132,73.9,0,
2026-03-11,01:00:00,auto,compressorCoolOff,hold,Sleep,73,66,72.2,69,75.8,0,0,0,0,0.3,71.4,69,1,3,37,384,441,102129,73.8,0,
2026-03-11,01:05:00,auto,compressorCoolOff,hold,Sleep,73,66,72.7,70,75.8,0,30,0,30,0.2,71.8,70,1,3,34,359,426,102123,74.1,1,
2026-03-11,01:10:00,auto,compressorCoolStage1On,hold,Sleep,73,66,73.2,73,75.8,0,270,0,300,,72,73,1,3,28,311,402,102115,74.4,1,
2026-03-11,01:15:00,auto,compressorCoolOff,hold,Sleep,73,66,72.8,75,75.8,0,0,0,15,,71,75,1,3,29,317,402,102110,74.6,1,
2026-03-11,01:20:00,auto,compressorCoolOff,hold,Sleep,73,66,73.1,77,75.8,0,240,0,240,-0.1,71.1,77,1,3,27,305,400,102106,74.8,1,
2026-03-11,01:25:00,auto,compressorCoolStage1On,hold,Sleep,73,66,72.6,76,75.8,0,60,0,105,,70.4,76,1,3,31,336,414,102104,74.8,1,
2026-03-11,01:30:00,auto,compressorCoolOff,hold,Sleep,73,66,72.7,76,75.8,0,0,0,0,,70.5,76,1,3,37,378,438,102102,74.9,1,
2026-03-11,01:35:00,auto,compressorCoolOff,hold,Sleep,73,66,73.2,75,75.8,0,60,0,60,,71.4,75,0,3,36,370,433,102099,75.1,0,
2026-03-11,01:40:00,auto,compressorCoolStage1On,hold,Sleep,73,66,73.5,75,75.8,0,300,0,300,,71.7,75,0,3,33,348,419,102091,75.2,0,
2026-03-11,01:45:00,auto,compressorCoolStage1On,hold,Sleep,73,66,72.9,75,75.8,0,105,0,150,,70.8,75,1,3,30,323,404,102082,75.1,0,
2026-03-11,01:50:00,auto,compressorCoolOff,hold,Sleep,73,66,72.7,75,75.8,0,0,0,0,,70.7,75,0,3,27,306,401,102075,74.9,0,
2026-03-11,01:55:00,auto,compressorCoolOff,hold,Sleep,73,66,73.3,74,75.8,0,90,0,90,,71.4,74,0,3,20,259,400,102072,75.1,0,
2026-03-11,02:00:00,auto,compressorCoolStage1On,hold,Sleep,73,66,73.4,74,75.6,0,300,0,300,,71.7,74,0,3,12,216,400,102067,75.3,0,
2026-03-11,02:05:00,auto,compressorCoolOff,hold,Sleep,71.8,66,72.3,72,75.6,0,0,0,45,0.3,70.8,72,1,3,11,212,400,102059,75.1,1,
2026-03-11,02:10:00,auto,compressorCoolStage1On,auto,Sleep,71,66,72.3,73,75.6,0,300,0,300,0.3,70.5,73,0,3,5,182,400,102048,75.1,1,
2026-03-11,02:15:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.8,74,75.6,0,300,0,300,0.3,69.5,74,1,3,1,168,400,102040,75.1,1,
2026-03-11,02:20:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.3,75,75.6,0,300,0,300,0.4,68.6,75,1,3,0,160,400,102038,74.9,1,
2026-03-11,02:25:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71,74,75.6,0,105,0,150,0.5,68.3,74,1,3,0,160,400,102033,74.8,1,
2026-03-11,02:30:00,auto,compressorCoolOff,auto,Sleep,71,66,70.9,73,75.7,0,0,0,0,0.5,68.4,73,0,3,0,160,400,102027,74.5,1,
2026-03-11,02:35:00,auto,compressorCoolOff,auto,Sleep,71,66,71.5,73,75.7,0,225,0,225,0.5,69.4,73,0,3,0,160,400,102021,74.6,1,
2026-03-11,02:40:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.5,72,75.7,0,300,0,300,0.5,69.5,72,0,3,0,160,400,102017,74.6,1,
2026-03-11,02:45:00,auto,compressorCoolStage1On,auto,Sleep,71,66,70.9,71,75.7,0,75,0,120,0.6,68.8,71,1,3,0,160,400,102012,74.4,1,
2026-03-11,02:50:00,auto,compressorCoolOff,auto,Sleep,71,66,70.9,72,75.7,0,0,0,0,0.5,68.5,72,1,3,0,160,400,102009,74.4,1,
2026-03-11,02:55:00,auto,compressorCoolOff,auto,Sleep,71,66,71,71,75.7,0,285,0,285,0.6,69,71,0,3,0,160,400,101997,74.4,1,
2026-03-11,03:00:00,auto,compressorCoolStage1On,auto,Sleep,71,66,70.8,72,75.7,0,15,0,60,0.6,68.4,72,1,3,0,160,400,101992,74.5,0,
2026-03-11,03:05:00,auto,compressorCoolOff,auto,Sleep,71,66,71.1,73,75.7,0,210,0,210,0.5,68.7,73,0,3,0,160,400,101985,74.6,1,
2026-03-11,03:10:00,auto,compressorCoolStage1On,auto,Sleep,71,66,70.9,72,75.7,0,105,0,150,0.6,68.3,72,0,3,0,160,400,101983,74.7,1,
2026-03-11,03:15:00,auto,compressorCoolOff,auto,Sleep,71,66,70.9,73,75.7,0,60,0,60,0.6,68.3,73,0,3,0,160,400,101981,74.7,1,
2026-03-11,03:20:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.2,73,75.7,0,300,0,300,0.5,68.7,73,1,3,0,160,400,101979,74.8,1,
2026-03-11,03:25:00,auto,compressorCoolStage1On,auto,Sleep,71,66,70.8,71,75.7,0,60,0,105,0.7,68.3,71,1,3,0,160,400,101977,74.6,1,
2026-03-11,03:30:00,auto,compressorCoolOff,auto,Sleep,71,66,70.8,71,75.7,0,60,0,60,0.7,68.6,71,1,3,0,160,400,101971,74.6,0,
2026-03-11,03:35:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.4,71,75.7,0,300,0,300,0.6,69.4,71,1,3,0,160,400,101970,74.7,0,
2026-03-11,03:40:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.4,70,75.7,0,300,0,300,0.6,69.8,70,1,3,0,160,400,101970,74.3,1,
2026-03-11,03:45:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71,66,75.7,0,180,0,225,0.8,70,66,1,3,0,160,400,101963,73.8,1,
2026-03-11,03:50:00,auto,compressorCoolOff,auto,Sleep,71,66,71.1,66,75.7,0,120,0,120,0.7,70.2,66,0,3,0,160,400,101956,73.6,1,
2026-03-11,03:55:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.2,66,75.7,0,300,0,300,0.7,70.5,66,0,3,0,160,400,101952,73.6,0,
2026-03-11,04:00:00,auto,compressorCoolStage1On,auto,Sleep,71,66,70.9,64,75.6,0,90,0,135,1,70.5,64,1,3,0,160,400,101945,73.4,1,
2026-03-11,04:05:00,auto,compressorCoolOff,auto,Sleep,71,66,71.1,65,75.6,0,165,0,165,0.7,70.5,65,1,3,0,160,400,101945,73.2,1,
2026-03-11,04:10:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.2,65,75.6,0,180,0,225,0.8,70.7,65,1,3,0,164,400,101941,73.3,1,
2026-03-11,04:15:00,auto,compressorCoolOff,auto,Sleep,71,66,70.9,66,75.6,0,120,0,120,0.8,70.1,66,1,3,3,175,400,101939,73.4,1,
2026-03-11,04:20:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.2,67,75.6,0,300,0,300,0.6,70.1,67,1,3,2,169,400,101933,73.5,1,
2026-03-11,04:25:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71,67,75.6,0,105,0,150,0.6,69.9,67,1,3,7,195,400,101924,73.5,1,
2026-03-11,04:30:00,auto,compressorCoolOff,auto,Sleep,71,66,70.7,68,75.6,0,0,0,0,0.7,69.4,68,1,3,15,228,400,101916,73.5,1,
2026-03-11,04:35:00,auto,compressorCoolOff,auto,Sleep,71,66,70.8,68,75.6,0,0,0,0,0.7,69.5,68,1,3,12,214,400,101914,73.5,1,
2026-03-11,04:40:00,auto,compressorCoolOff,auto,Sleep,71,66,71.2,69,75.6,0,240,0,240,0.5,70,69,1,3,8,195,400,101913,73.7,1,
2026-03-11,04:45:00,auto,compressorCoolStage1On,auto,Sleep,71,66,70.9,68,75.6,0,120,0,165,0.6,69.6,68,1,3,14,223,400,101907,73.7,1,
2026-03-11,04:50:00,auto,compressorCoolOff,auto,Sleep,71,66,70.4,70,75.6,0,0,0,0,0.6,68.6,70,1,3,36,378,437,101907,73.7,1,
2026-03-11,04:55:00,auto,compressorCoolOff,auto,Sleep,71,66,71,72,75.6,0,165,0,165,0.4,69.1,72,0,3,64,708,617,101908,73.7,1,
2026-03-11,05:00:00,auto,compressorCoolStage1On,auto,Sleep,71.9,66,70.9,71,75.5,0,135,0,180,0.4,69,71,1,4,81,1037,817,101906,73.8,1,
2026-03-11,05:05:00,auto,compressorCoolOff,auto,Sleep,73,66,70.6,72,75.5,0,0,0,0,0.4,68.5,72,1,4,96,1437,964,101902,73.6,1,
2026-03-11,05:10:00,auto,compressorCoolOff,auto,Sleep,73,66,71,72,75.5,0,0,0,0,0.3,69,72,1,4,95,1416,958,101906,73.7,1,
2026-03-11,05:15:00,auto,compressorCoolOff,auto,Sleep,73,66,71.4,71,75.5,0,0,0,0,0.4,69.7,71,1,4,95,1411,957,101906,73.9,1,
2026-03-11,05:20:00,auto,compressorCoolOff,auto,Sleep,71.2,66,71.7,70,75.5,0,180,0,180,0.5,70.3,70,1,4,98,1507,985,101904,74.1,1,
2026-03-11,05:25:00,auto,compressorCoolStage1On,auto,Sleep,70.5,66,71.5,69,75.5,0,300,0,300,0.6,70.3,69,1,4,115,2228,1154,101901,74,1,
2026-03-11,05:30:00,auto,compressorCoolStage1On,auto,Sleep,71,66,70.9,68,75.6,0,90,0,135,0.7,69.5,68,1,4,137,3771,1382,101900,73.7,1,
2026-03-11,05:35:00,auto,compressorCoolOff,auto,Sleep,71,66,70.8,69,75.6,0,0,0,0,0.6,69.2,69,1,4,158,5998,1594,101905,73.7,0,
2026-03-11,05:40:00,auto,compressorCoolOff,auto,Sleep,71,66,71.1,69,75.6,0,225,0,225,0.6,69.7,69,1,4,156,5706,1571,101910,73.9,1,
2026-03-11,05:45:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71,69,75.6,0,135,0,180,0.6,69.6,69,1,4,151,4992,1514,101913,73.8,1,
2026-03-11,05:50:00,auto,compressorCoolOff,auto,Sleep,71,66,71,70,75.6,0,135,0,135,0.5,69.5,70,1,4,143,4216,1437,101914,73.6,1,
2026-03-11,05:55:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.1,68,75.6,0,195,0,240,0.6,69.9,68,1,4,141,4033,1420,101915,73.6,1,
2026-03-11,06:00:00,auto,compressorCoolOff,auto,Sleep,71,66,71.2,69,75.5,0,105,0,105,0.5,70.1,69,0,4,140,3966,1411,101913,73.4,1,
2026-03-11,06:05:00,auto,compressorCoolStage1On,auto,Sleep,71,66,71.3,67,75.5,0,300,0,300,0.5,70.3,67,1,4,138,3787,1392,101906,73.4,1,
2026-03-11,06:10:00,auto,compressorCoolStage1On,auto,Sleep,71,66,70.8,68,75.5,0,75,0,120,0.5,69.6,68,0,4,140,3949,1410,101910,73.2,1,
2026-03-11,06:15:00,auto,compressorCoolOff,auto,Sleep,71,66,70.3,70,75.5,0,0,0,0,0.5,68.6,70,0,4,138,3736,1386,101917,73.1,0,
2026-03-11,06:20:00,auto,compressorCoolOff,auto,Sleep,71,66,70.6,70,75.5,0,0,0,0,0.5,69.1,70,0,4,132,3319,1333,101929,73.3,0,
2026-03-11,06:25:00,auto,compressorCoolOff,auto,Sleep,71,66,70.9,69,75.5,0,90,0,90,0.5,69.7,69,0,4,127,2921,1277,101937,73.4,0,
2026-03-11,06:30:00,auto,compressorCoolStage1On,auto,Sleep,71,66,70.9,69,75.5,0,210,0,255,0.5,69.5,69,0,4,126,2903,1274,101935,73.4,0,
